employee_id,first_name,last_name,email,phone,gender,date_of_birth,home_city,home_state,zip_code,hire_date,termination_date,employment_status,termination_type,termination_reason,department,job_title,job_level,employment_type,work_location,manager_id,annual_salary,last_promotion_date,performance_rating,engagement_score,education_level,record_last_updated
E10247,Colleen,Flores,colleen.flores@brightleaf-retail.example,469-555-0107,Female,15-Apr-89,Mesquite,TX,,4/15/2019,,Active,,,Sales,Senior Account Executive,Sr,Full-Time,Dallas Regional,E10138,97300,,3,2.9,Bachelor's Degree,3/12/2026
E10248,Dustin,McCoy,,(228) 555-0161,Male,1-May-85,Pflugerville,TX,78660,4/17/2019,,Active,,,STORE OPERATIONS,Assistant Store Manager,Senior,Full-Time,"Store 017 - Austin, TX",E10176,62000,,5,3.7,,6/6/2026
E10249, Ava,Porter,ava.porter@brightleaf-retail.example,9255550169,Female,3/7/1994,Mesa,AZ,85214,4/22/2019,,Active,,,Sales,Sales Development Representative,Entry,Full-Time,"HQ - Phoenix, AZ",E10241,"$48,250.00 ",,3,2.7,Associate's Degree,3-Jun-26
e10250,Amina,Nichols,amina.nichols@brightleaf-retail.example,(510) 555-0189,Female,12-Feb-91,Phoenix,az,85005,4/29/2019,25-Jun-21,Terminated,Voluntary,Better Opportunity,Information Technology,Software Engineer,Mid Level,Full-time,"HQ - Phoenix, AZ",E10148,112300,,3,2.7,bachelors degree,7/11/2021
E10251,Tiffany,Jensen,tiffany.jensen@brightleaf-retail.example,6175550179,Female,11/15/1982,Boston,MA,2120,5/3/2019,,Active,,,Sales ,Senior Account Executive,Senior,Full Time,REMOTE,E10138,"$99,300 ",,2,3.3,Master's Degree,7/12/2026
E10252,Michael,Phillips ,michael.phillips@brightleaf-retail.example,,MALE,2/11/1985,Fort Worth,TX,76135,5/6/2019,,Active,,,Supply Chain & Logistics,Inventory Control Specialist,Mid,Full-Time,"DC - Fort Worth, TX",E10146,52800,4/7/2023,3,4.2,Associate,8/30/2026
e10253,Janet,Bowman,janet.bowman@brightleaf-retail.example,512.555.0190,Female,27-Aug-91,Round Rock,TX,78674-3084,13-May-19,10-Apr-20,Terminated,,RIF,Store Operations,Cashier,Entry,Full-Time,"Store 018 - Round Rock, TX",E10096,"$33,250.00 ",,2,3.4,Associate's Degree,28-Apr-20
E10254,Marvin,Garza,marvin.garza@brightleaf-retail.example,404.555.0197,M,13-Jun-85,Atlanta,GA,30327,13-May-19,,A,,,Legal/Compliance,Legal Operations Manager,Manager,Part Time,Remote,E10230,62300,28-Nov-24,5,3.8,Master's Degree,26-Mar-26
E10255,Patrick,Bishop,patrick.bishop@brightleaf-retail.example,(469) 555-0141,Male,7/9/1989,Irving,TX,75052,5/20/2019,8/20/2020,Terminated,Voluntary,Better Opportunity,Prod Dev,UX Designer,Mid,Part-Time,"Regional Office - Dallas, TX",E10164,61900,,3,,,9/5/2020
E10256,Shauna,Campos,shauna.campos@brightleaf-retail.example,(206) 555-0139,Fem,5/6/1980,PHOENIX,AZ,85006,5/27/2019,,Active,,,Information Technology,Senior Software Engineer,Sr.,Full-Time,Corporate - Phoenix,E10218,"$149,650 ",7/22/2022,4,4.8,Associate's Degree,3/17/2026
E10257,Santiago, Clark,santiago.clark@brightleaf-retail.example,,Male,7/11/1993,Henderson,NV,89055,6/10/2019,,Active,,,Store Operations,Stock Associate,Entry,Part-time,"Store 011 - Las Vegas, NV",E10096 ,"$20,950 ",,4,3.8,Associate's Degree,2/11/2026
E10258,Everett,Morrison,EVERETT.MORRISON@BRIGHTLEAF-RETAIL.EXAMPLE,,Male,11/18/2000,Phoenix,AZ,85051,6/17/2019,2/28/2025,Terminated,Involuntary,Conduct,CS,Customer Service Representative,Entry,Full-Time,"HQ - Phoenix, AZ",E10017,39650,,3,4.6,Bachelor's Degree,3/17/2025
 E10259,Jacob,Abbott,jacob.abbott@brightleaf-retail.example,972-555-0110,Male,3/2/2001,Plano,TX,75066,6/24/2019,,Active,,,Customer Svc,Customer Service Representative,Entry,Full-Time,"Regional Office - Dallas, TX",E10034,41000,,4,2.9,High School,6/22/2026
E10260,Carol,Andrews,carol.andrews@brightleaf-retail.example,930.555.0128,Female,,Dallas,TX,75240,6/24/2019,,Active,,,MERCHANDISING,Buyer,mid,Full-Time,"Regional Office - Dallas, TX",E10005,"$74,500 ",,2,3.4,Bachelor's Degree,10/14/2025
E10261,Julian,Carr,julian.carr@brightleaf-retail.example,(623) 555-0190,Male,11/25/1982,Surprise,AZ,85377,7/1/2019,,A,,,Marketing,Brand Manager,Manager,Full-Time,Corporate - Phoenix,E10325,107150,,4,,Bachelor's Degree,1/29/2026
E10262,Jose,Cruz,jose.cruz@brightleaf-retail.example,(214) 555-0109,Male,5/16/1990,Surprise,AZ,85376,7/1/2019,1/17/2020,Terminated,,,Customer Service,Customer Service Representative,E,Full-Time,hq phoenix,E10021,"36,200",,2,,High School,1/23/2020
E10263,Minh,Carroll,minh.carroll@brightleaf-retail.example,8165550125,Male,4/30/1992,Kansas City,MO,64145,7/8/2019,,Actv,,,MERCHANDISING,Buyer,Mid,Full-Time,Remote,E10101,79000,12/25/2025,Needs Improvement,4,BA,8/11/2026
E10264,Yuki,RODRIGUEZ,yuki.rodriguez@brightleaf-retail.example,4805550142,Female,11/24/1993,Tempe,AZ,85287,7/22/2019,6/21/2024,Terminated,Vol,Burnout,Supply Chain & Logistics,Warehouse Associate,Entry-level,Part-Time,"DC - Tolleson, AZ",E10252 ,"$19,600 ",,3,3.9,Bachelor's Degree,7/5/2024
E10265,Gabriela, Moore,gabriela.moore@brightleaf-retail.example,,Female,8/31/1992,Grand Prairie,TX,75053,7/22/2019,,A,,,marketing,Content Strategist,Mid,Full-Time,"Regional Office - Dallas, TX",E10261,"$71,750 ",,3,,Bachelor's Degree,7/1/2026
E10266,Samantha,Smith,samantha.smith@brightleaf-retail.example,323-555-0148,Female,6/23/1984,Tempe,AZ,85284,7/22/2019,,A,,,Information Technology,Senior Software Engineer,Senior Level,Full-Time,"HQ - Phoenix, AZ",E10218,"$144,550 ",,4,4.1,Associates,8/19/2026
E10267,Christian,Fowler,christian.fowler@brightleaf-retail.example,323-555-0160,Male,2/18/1997,Phoenix,AZ,,8/10/2019,,Active,,,Marketing,Marketing Coordinator,Entry,Full-Time,"HQ - Phoenix, AZ",E10006,"$52,850.00 ",,Meets,2.2,bachelors degree,5/19/2026
E10268,Leonardo,Kim,leonardo.kim@brightleaf-retail.example,602.555.0118,Male,5/13/1988,Gilbert,Arizona,85281,8/26/2019,9/25/2020,Terminated,,Poor Performance,IT,Data Analyst,Intermediate,Full-time,"HQ - Phoenix, AZ",E10256,80700,,2,3.4,Associate's Degree,10/14/2020
E10269,Wyatt,Douglas,wyatt.douglas@brightleaf-retail.example,623.555.0106,Male,11/2/1988,Phoenix,AZ,85037,8/29/2019,2/2/2024,Inactive,Voluntary,,Store Operations,Assistant Store Manager,Senior,Full Time,"Store 006 - Scottsdale, AZ",E10212,"$59,200 ",,3,2.5,MS,2/7/2024
E10270,Carolyn,Johnson,carolyn.johnson@brightleaf-retail.example,623-555-0193,Female,12/23/1990,Avondale,AZ,85385,9/2/2019,,Active,,,Marketing,Content Strategist,Mid,Full-Time,"HQ - Phoenix, AZ",E10012,71.8K,,4,4,,7/14/2026
E10271,Deborah,Morgan,deborah.morgan@mailhub.example,4805550183,Female,8-Jan-78,Glendale,AZ,85310,9/2/2019,,A,,,Sales,Sr. Account Executive,Senior,Full-Time,"HQ - Phoenix, AZ",E10136,"$118,500 ",,4,4.3,Bachelor's Degree,8/20/2026
E10272,Amber,Freeman,amber.freeman@brightleaf-retail.example,317-555-0170,Female,24-May-90,Tolleson,AZ,85353,15-Sep-19,8-Jul-22,Terminated,Voluntary,Return to School,Marketing,Marketing Coordinator,entry,F/T,"HQ - Phoenix, AZ",E10110,"$50,550 ",,3,3.2,Master's Degree,8-Jul-22
E10273,Eric,Stewart,eric.stewart@brightleaf-retail.example,+1 423 555 0142,Male,1/26/1988,Dallas,TX,75248,9/18/2019,,On Leave,,,supply chain & logistics,Supply Chain Analyst,Sr,Full-Time,"Regional Office - Dallas, TX",E10051,81500,,1,3.2,Bachelor's Degree,21-Jul-26
E10274,Aisha,Schmidt,aisha.schmidt@brightleaf-retail.example,+1 706 555 0107,Female,3/28/1985,Columbus,OH,43213,9/25/2019,,On Leave,,,Marketing,Content Strategist,Mid-level,FT,remote,E10018,74900,,4,4,Bachelor's Degree,7/28/2026
E10275,Patricia,Townsend,patricia.townsend@brightleaf-retail.example,+1 623 555 0150,Female,8/6/1985,Peoria,AZ,85361,10/7/2019,,Active,,,store operations,STORE MANAGER,Manager,Full-Time,"Store 008 - Peoria, AZ",E10063,"$79,750 ",,3,3.9,Associate's Degree,6/29/2026
E10276,Rosa,Smith,rosa.smith@brightleaf-retail.example,623 555 0196,Female,4/3/1979,Tolleson,AZ,85353,10/9/2019,2/4/2020,TERM,INVOLUNTARY,End of contract,Supply Chain & Logistics,Warehouse Associate,Entry,SEASONAL,dc - tolleson,E10239,"$12,450 ",,,,Master's Degree,2/28/2020
E10277,Tina,Norris,tina.norris@brightleaf-retail.example,+1 602 555 0126,Female,8/23/1980,Phoenix,AZ,85051,10/10/2019,1/29/2020,TERM,Involuntary,,Store Operations,Cashier,Entry,Seasonal,store 24 - phoenix,E10186,"11,550",,,,High School Diploma,2/14/2020
E10278,Vanessa,Wallace,vanessa.wallace@brightleaf-retail.example,(623) 555-0139,Female,1-Sep-89,Phoenix,AZ,85050,14-Oct-19,21-Feb-21,Terminated,Voluntary,,Merchandising,Buyer,Mid,Full-Time,"HQ - Phoenix, AZ",E-10058,69400,,2,4.3,Bachelor's Degree,8-Mar-21
E10279,Jun,Schwartz,jun.schwartz@brightleaf-retail.example,8175550146,Male,1/15/1986,Mesquite,TX,75149,21-Oct-19,,active,,,Logistics,Supply Chain Analyst,Senior,Full-Time,"Regional Office - Dallas, TX",E10067,83100,7/18/2025,4,3.3,JD,2/8/2026
e10280,Jun, Gonzalez,jun.gonzalez@brightleaf-retail.example,623.555.0149,Male,4/6/1975,Goodyear,AZ,85356,10/28/2019,,Active,,,Executive,Chief Human Resources Officer,C-Level,Full-Time,"HQ - Phoenix, AZ",E10075,"$258,400 ",,4,4.1,Master's Degree,23-Jul-26
E10281,Sharon,Gross,sharon.gross@brightleaf-retail.example,3035550114,Female,10/1/1987,Denver,CO,80225,10/28/2019,,Active,,,-,Software Engineer,Intermediate,Full-Time,"Regional Office - Denver, CO",E10216,"119,750",11/22/2021,3,4.3,Bachelor's Degree,4/3/2026
E10282,Benjamin,Foley,benjamin.foley@brightleaf-retail.example,(303) 555-0143,Male,10/20/1992,Denver,CO,80249,11/4/2019,,Active,,,Merchandising,Merchandising Assistant,unknown,Full-Time,"Regional Office - Denver, CO",E10263,"46,350",,4,3.3,Bachelor's Degree,9/19/2026
E10283,Ramon,Powers,ramon.powers@brightleaf-retail.example,602-555-0174,Male,9/4/1980,Gilbert,AZ,85258,11/4/2019,12/6/2023,Terminated,,Better Opportunity,Store Operations,Store Manager,Manager,Full-Time,"Store 007 - Gilbert, AZ",E10083,"$69,650 ",,3,2.5,Bachelor's Degree,8-Dec-23
E10284,Hannah,Allen,hannah.allen@brightleaf-retail.example,214-555-0157,Female,8/30/1992,Dallas,TX,75229,11/4/2019,,Active,,,Human Resources,HR Coordinator,entry,FT,"Regional Office - Dallas, TX",E10982,52000,,3,3.7,,7/14/2026
E10285,Jennifer,Willis,jennifer.willis@brightleaf-retail.example,+1 972 555 0127,Female,5/27/1989,Plano,TX,75093,11/6/2019,1/20/2020,Terminated,involuntary,End of Season,Store Operations,Cashier,Entry,Seasonal,"Store 014 - Plano, TX",E10200,"11,950 USD",,,,High School,1/20/2020
E10286, Andrea,Ochoa,andrea.ochoa@brightleaf-retail.example,+1 954 555 0103,NB,26-Dec-93,Tolleson,az,85353,11/10/2019,1/15/2020,Terminated,,end of season,Supply Chain & Logistics,Warehouse Associate,Entry,Seasonal,"DC - Tolleson, AZ",E10239,"$18,150.00 ",,,,High School,2/5/2020
E10287,Shannon,Hodges,shannon.hodges@brightleaf-retail.example,+1 505 555 0153,Female,2/22/1987,Albuquerque,NM,87118,11/17/2019,7/24/2020,Terminated,Voluntary,work-life balance,STORE OPERATIONS,Cashier,Entry,P/T,"Store 022 - Albuquerque, NM",E10042,20050,,Exceeds,,Associate's Degree,8/12/2020
E10288,Timothy,Vo,timothy.vo@brightleaf-retail.example,954-555-0145,Male,1/26/1993,Aurora,Colorado,80016,18-Nov-19,,Active,,,Information Technology,Systems Administrator,Mid-level,Full-time,"Regional Office - Denver, CO",E10256,"$85,000 ",,4,4.8,High School,7/31/2026
E10289,Calvin,Wallace,,(801) 555-0150,Male,2/2/1981,west valley city,UT,84127,11/18/2019,1/28/2020,Terminated,involuntary,End of Season,Store Operations,Sales Floor Associate,Entry,Temp,Salt Lake City Store (023),E10186,"$13,450 ",,,,high school,2/15/2020
E10290,Charles,Edwards,charles.edwards@brightleaf-retail.example,(229) 555-0129,Male,8/1/1983,Albuquerque,NM,87103,11/20/2019,2/20/2020,Terminated,Involuntary,End of Season,STORE OPERATIONS,Sales Floor Associate,E,seasonal,"Store 022 - Albuquerque, NM",E10200 ,11550,,N/A,,GED,3/15/2020
E10291,Grace,BISHOP,grace.bishop@brightleaf-retail.example,(727) 555-0149,Female,9/20/1992,Chandler,AZ,85230,11/22/2019,,Active,,,Merchandising Dept,merchandising assistant,Entry,Full-Time,"HQ - Phoenix, AZ",E10108,"43,450",,4,3,BA,11/14/2025
E10292,Robert,Thompson,robert.thompson@brightleaf-retail.example,+1 602 555 0192,Male,11/5/2002,Phoenix,AZ,85036,11/25/2019,2/7/2020,TERM,Involuntary,End of contract,Stores,Sales Floor Associate,Entry,SEASONAL,STORE 006,E10055,15350,,N/A,,High School,2/9/2020
E10293,Carl,Zhang,carl.zhang@brightleaf-retail.example,720-555-0165,MALE,1-Oct-93,Lakewood,CO,80231,3-Dec-19,,Actv,,,Fin,Staff Accountant,Mid,Full-Time,"Regional Office - Denver, CO",E10066,69600,,3,4.5,Bachelor's Degree,22-Mar-26
E10294,Bruce,Potter,,321-555-0117,Male,11/11/1984,Seattle,WA,98135,12/9/2019,,Active,,,Marketing,Digital Marketing Specialist,Mid Level,Full-Time,Remote,E10261,"$61,800.00 ",4/23/2026,Exceeds,4.4,Associate's Degree,8/23/2026
E10295,Eugene,spencer,eugene.spencer@brightleaf-retail.example,+1 214 555 0149,Male,6/28/1992,Chandler,AZ,85226-8442,12/16/2019,6/3/2022,Terminated,Vol,N/A,Merchandising,Merchandising Assistant,E,Full-Time,"HQ - Phoenix, AZ",E10056,"43,650 USD",,3,3.6,MS,6/25/2022
E10296 ,Anthony,Harmon,anthony.harmon@brightleaf-retail.example,817-555-0114,Prefer not to say,1/23/1986,Frisco,TX,75034,16-Dec-19,,On Leave,,,Store Operations,Assistant Store Manager,Senior Level,Full-Time,"Store 014 - Plano, TX",E10275,"60,900",,4,2.7,Bachelor's Degree,23-Feb-26
E10297,Joan,Chen,joan.chen@brightleaf-retail.example,(731) 555-0153,Female,11/26/1987,Albuquerque,NM,87122,12/23/2019,,Active,,,Stores,Store Manager,Mgr,Full-Time,"Store 022 - Albuquerque, NM",E10054,"75,200",,5,4,Master's Degree,8/28/2026
E10298,Latoya,Phillips,latoya.phillips@brightleaf-retail.example,3125550197,Female,4/11/1985,Chicago,Illinois,60624,12/24/2019,9/18/2020,Terminated,Voluntary,,sales,SALES OPERATIONS ANALYST,Mid-level,Full-Time,Remote,E10068,62000,,4,,high school,10/5/2020
E10299,Christine,Martin,christine.martin@brightleaf-retail.example,,female,2/19/1981,Scottsdale,AZ,85254,12/30/2019,,Active,,,Finance,Senior Accountant,Senior,Full-Time,"HQ - Phoenix, AZ",E10156,83600,5/19/2021,Exceeds,,Bachelor's Degree,12/16/2025
E10300,Patricia,Cobb,patricia.cobb@brightleaf-retail.example,512-555-0155,Female,7/16/1974,Austin,TX,78738,1/13/2020,,Active,,,Store Operations,Store Manager,Manager,Full-Time,store 17 - austin,E10083,"76,750",,5,3.7,Master's Degree,5/2/2026
E10301,Linda,Jung,linda.jung@brightleaf-retail.example,(727) 555-0191,Female,5-Mar-95,Plano,TX,75032,13-Jan-20,28-Aug-20,Terminated,Voluntary,,Store Operations,Sales Floor Associate,Entry,Part-Time,"Store 014 - Plano, TX",E10042,"20,800",,3,,,20-Sep-20
E10302,Kenneth,Anderson,kenneth.anderson@brightleaf-retail.example,720-555-0189,Male,12/28/1987,Denver,CO,80232,1/13/2020,,Active,,,Sales,Director of Sales,Director,Full-Time,"Regional Office - Denver, CO",E10137,178150,,4,3.9,,6/22/2026
E10303,Fernanda,Harris,fernanda.harris@brightleaf-retail.example,(623) 555-0105,FEMALE,2/9/1985,Tolleson,AZ,85353,1/13/2020,,Active,,,Store Operations,store manager,Manager,full time,store 3 - mesa,E10063,"$89,700.00 ",25-Aug-22,5,3.9,Master's Degree,6/3/2026
E10304,Lauren,Figueroa,lauren.figueroa@brightleaf-retail.example,303-555-0196,FEMALE,4-Jul-87,Denver,CO,80232,18-Jan-20,9/23/2022,Terminated,Involuntary ,N/A,Store Operations,Sales Floor Associate,Entry,Full-Time,"Store 019 - Denver, CO",E10096,35300,,2,2.5,High School,2-Oct-22
E10305,Nicholas,Ramirez,nicholas.ramirez@brightleaf-retail.example,623-555-0168,MALE,6/21/1982,Phoenix,AZ,85013,1/20/2020,10/22/2021,Terminated,voluntary,,Store Operations,Cashier,E,Full-Time,"Store 007 - Gilbert, AZ",E10055,"$32,400.00 ",,4,2.8,High School,11/10/2021
E10306,Christopher,Pena,,618-555-0126,Undisclosed,11/23/1986,Rio Rancho,NM,87133,1/20/2020,,active,,,Information Technology,Sr. Software Eng.,Sr.,full time,Remote,E10143,"$137,300 ",,3,3.3,BA,7/3/2026
e10307,Janice,Walker,janice.walker@brightleaf-retail.example,972.555.0155,Fem,6/17/1995,Irving,TX,75040,1/24/2020,9/6/2020,Term,Involuntary,Attendance,Sales,Sales Operations Analyst,Mid,Full-Time,"Regional Office - Dallas, TX",E10114,69650,,1,,,9/29/2020
E10308,Khalid,Alexander,khalid.alexander@brightleaf-retail.example,(720) 555-0156,Male,7/18/1983,Aurora,Colorado,80013,1/29/2020,5/18/2021,Terminated,Voluntary,N/A,supply chain & logistics,Forklift Operator,entry,Full-Time,Aurora DC,E10239,37000,,1,4.4,Associate's Degree,5/22/2021
E10309,Mark,Kelly,mark.kelly@brightleaf-retail.example,6235550109,M,25-Jun-93,Glendale,AZ,85301,3-Feb-20,17-Nov-23,Terminated,Involuntary,Performance,store operations,Sales Floor Associate,Entry,Part-time,"Store 005 - Glendale, AZ",E10186,"21,800",,1,2.8,High School,21-Nov-23
E10310,Hannah,Glover,hannah.glover@brightleaf-retail.example,4075550170,Female,10/29/1973,Peoria,AZ,85353,2/10/2020,,Active,,,Technology,Director of IT,Dir,Full-Time,"HQ - Phoenix, AZ",E10004,"175,600",,3,3.5,Bachelor's Degree,2/16/2026
E10311,Latoya,Thornton,latoya.thornton@brightleaf-retail.example,323-555-0101,Female,11/16/1985,Phoenix,AZ,85016,2/10/2020,12/17/2020,Terminated,Voluntary,Other job,Information Technology,Data Analyst,Intermediate,Full-Time,hq phoenix,,69300,,4,3.5,Bachelor's Degree,1/3/2021
E10312,Samuel,Lindberg,samuel.lindberg@brightleaf-retail.example,210-555-0109,Male,8/21/1987,Aurora,CO,80018,2/11/2020,,On Leave,,,Sales,Senior Account Executive,Senior,Full-Time,"Regional Office - Denver, CO",E10136,110800,,5,4.6,Bachelor's Degree,7/11/2026
E10313,Dylan,Clarke,dylan.clarke@brightleaf-retail.example,469-555-0161,Male,8/31/1988,Dallas,TX,75253,2/29/2020,8/19/2020,Terminated,Voluntary,Other job,Supply Chain & Logistics,Inventory Control Specialist,Mid Level,Full-Time,"DC - Fort Worth, TX",E10273,"51,450 USD",,,,High School,8/24/2020
E10314,Ana,Alvarez,ana.alvarez@brightleaf-retail.example,623-555-0197,female,10/6/1992,Phoenix,AZ,85050,3/2/2020,12/29/2023,Separated,Voluntary,,Customer Support,Customer Service Representative,Entry,Part-Time,"HQ - Phoenix, AZ",E10021,23200,,2,,High School,1/4/2024
E10315,Javier,Burke,javier.burke@brightleaf-retail.example,(602) 555-0185,Male,11/18/1993,Chandler,AZ,85224,3/9/2020,,Actv,,,Merchandising,Buyer,Mid,Full-Time,"HQ - Phoenix, AZ",E10058,"$80,600 ",,Meets,4.1,High School,7/29/2026
E10316,Orlando,Yamamoto ,orlando.yamamoto@brightleaf-retail.example,616.555.0137,M,3/28/1988,Murray,UT,84120,3/12/2020,,Active,,,Sales Dept,Senior Account Executive,Senior,Full-Time,REMOTE,E10138,115850,,1,4,PhD,9/13/2026
E10317,Dmitri,Wang,dmitri.wang@brightleaf-retail.example,+1 303 555 0170,Male,11/15/1986,Littleton,CO,80120,3/19/2020,,Actv,,,Sales,Senior Account Executive,Senior,Full-Time,Remote,E10138,"102,350",,4,4.6,Associate's Degree,6/4/2026
E10318,Avery,Adams,avery.adams@brightleaf-retail.example,(972) 555-0181,Female,12/22/1992,Plano,TX,75081,3/22/2020,4/14/2023,terminated,Involuntary,Attendance,Store Operations,Sales Floor Associate,Entry,Full-time,"Store 014 - Plano, TX",E10200,"$32,750.00 ",,2,3,,4/15/2023
E10319,Terrance,Richardson,terrance.richardson@brightleaf-retail.example,512-555-0126,Male,8/26/1989,SCOTTSDALE,AZ,85258,3/23/2020,8/6/2021,Terminated,Involuntary,Layoff,Human Resources,Payroll Specialist,Intermediate,Full-Time,"HQ - Phoenix, AZ",E10039,53.9K,,3,3.5,,8/24/2021
E10320,Jacob,Marshall,jacob.marshall@mailhub.example,518-555-0112,Male,11/10/1985,Surprise,AZ,85380,3/30/2020,9/16/2022,Terminated,Involuntary,Poor Performance,Customer Svc,Senior Customer Service Representative,Mid,Full-Time,hq phoenix,E10237,44950,3/2/2022,2,1.8,High School,10/7/2022
E10321,Astrid,Davis,astrid.davis@brightleaf-retail.example,603.555.0143,Female,8/2/1989,Salt Lake City,UT,84113,4/7/2020,,Active,,,Marketing Dept,Marketing Coordinator,Entry,Full-Time,REMOTE,E10274,51850,,4,NA,Bachelor's Degree,3/31/2026
E10322,Malik,Talley,malik.talley@brightleaf-retail.example,+1 480 555 0109,Male,8/24/1987,Avondale,AZ,85381,4/13/2020,,Active,,,Human Resources,HR Business Partner,Senior,Full Time,"HQ - Phoenix, AZ",NULL,87400,,3,5,Master's Degree,3/26/2026
E10323,Esperanza,novak,esperanza.novak@brightleaf-retail.example,+1 917 555 0151,,18-Nov-84,Arvada,CO,80003,4/16/2020,,active,,,Merchandising Dept,Senior Buyer,,Full-Time,"Regional Office - Denver, CO",E10104,"99,700",,4,4.3,Bachelor's Degree,9/2/2026
E10324,Dylan,Jimenez,dylan.jimenez@brightleaf-retail.example,,Male,4/18/1985,Tampa,FL,33628,4/16/2020,,A,,,Product Development,UX Designer,mid,Part-Time,Remote,E10245,59050,,4,3.4,High School,2/25/2026
E10325,Sienna,Delgado,sienna.delgado@brightleaf-retail.example,480 555 0134,Female,8/30/1971,Phoenix,AZ,85022,4/27/2020,,Actv,,,marketing,Director of Marketing,Director,Full-Time,Headquarters,E10023,"151,650",,2,4,Master's Degree,5/17/2026
E10326,Hannah,Cooper,hannah.cooper@brightleaf-retail.example,732-555-0170,Female,9/15/2000,Salt Lake City,UT,84101,5/11/2020,1/13/2023,terminated,Voluntary,Management/Culture,Store Operations,Stock Associate,Entry-level,Part-time,"Store 023 - Salt Lake City, UT",E10055,22900,,2,2.7,High School,1/16/2023
E10327,Marvin,Davis,marvin.davis@brightleaf-retail.example,(303) 555-0153,Male,17-Jun-95,Denver,CO,80230,11-May-20,23-Jul-21,Terminated,Vol,N/A,Supply Chain & Logistics,Inventory Control Specialist,Mid,Full-time,DC Aurora,E10279,46800,,3,3.6,High School,25-Jul-21
E10328,Sven,Douglas,sven.douglas@brightleaf-retail.example,(678) 555-0112,male,4/19/1992,Denver,CO,80218,5/11/2020,,Active,,,Information Technology,Software Engineer,Mid,Full-Time,Remote,E10032,108800,,2,3.7,Bachelors,9/15/2026
E10329,Minjun,James,,(480) 555-0193,Male,11/16/1994,Tolleson,AZ,85353,5/16/2020,11/5/2021,Terminated,Voluntary,WLB,supply chain & logistics,Warehouse Associate,Entry,FT,"DC - Tolleson, AZ",E10252,"$36,200 ",,3,3.8,Master's Degree,11/12/2021
E10330,Elizabeth,Snyder,elizabeth.snyder@brightleaf-retail.example,(217) 555-0174,Female,8/30/1984,Phoenix,Arizona,85004,5/18/2020,,Actv,,,Finance,Senior Accountant,Senior,Full-Time,"HQ - Phoenix, AZ",E10156,0,10/3/2024,3,2.6,Bachelor's Degree,3/26/2026
E10331,Diana,Adams,diana.adams@brightleaf-retail.example,(623) 555-0103,Fem,4/5/1984,Scottsdale,AZ,85255,6/8/2020,,Active,,,Sales,Senior Account Executive,Senior,Full-Time,hq phoenix,E10136,115300,6/17/2025,3,3.2,B.S.,8/17/2026
E10332,Kelly,Russell,kelly.russell@brightleaf-retail.example,720 555 0164,FEMALE,16-Oct-85,Aurora,CO,80017,8-Jun-20,1-Mar-24,Terminated,,Other job,Customer Service,Customer Service Representative,Entry-level,P/T,"Regional Office - Denver, CO",E10320,"$24,050 ",,Meets,3.9,HS,6-Mar-24
E10333,Andrew,Lopez,andrew.lopez@brightleaf-retail.example,303-555-0185,Male,1/18/1986,Arvada,CO,,6/15/2020,7/13/2021,Terminated,Voluntary,,Store Operations,Sales Floor Associate,Entry,Part-Time,"Store 021 - Lakewood, CO",E10200,17.2K,,4,3.7,Bachelor's Degree,24-Jul-21
E10334,Carlos,Nelson,carlos.nelson@brightleaf-retail.example,602-555-0144,Male,8/4/2001,Peoria,AZ,85366-5507,6/22/2020,4/3/2022,Terminated,Involuntary,Perf,Store Operations,Cashier,Entry,FT,STORE 002,E10042,"31,450",,2,2.3,Associate's Degree,4/24/2022
E10335,Erin,Terry,erin.terry@brightleaf-retail.example,781.555.0148,Fem,9/30/1992,Scottsdale,AZ,85256,6/23/2020,,Active,,,Customer Service,Customer Service Manager,Mgmt,Full-Time,"HQ - Phoenix, AZ",E10059,86650,,Exceeds,3.2,Bachelor's Degree,3/1/2026
E10336,Dustin,Lambert,dustin.lambert@brightleaf-retail.example,(843) 555-0160,Male,16-Dec-01,Fort Worth,TX,76163,29-Jun-20,,Active,,,Supply Chain & Logistics,Warehouse Associate,N/A,Full-Time,Distribution Center Fort Worth,E10252,37700,,3,3.8,Bachelors,4-Jul-26
E10337,Steven,Robbins ,steven.robbins@brightleaf-retail.example,814-555-0101,Male,1/22/1989,Phoenix,az,85047,6-Jul-20,,Active,,,merchandising,Senior Buyer,senior,Full-Time,"HQ - Phoenix, AZ",E10104,"97,150 USD",8/27/2024,1,4.7,Bachelor's,11/15/2025
E10338,Carolina,Parker,carolina.parker@brightleaf-retail.example,(801) 555-0184,Female,1/2/1987,Murray,UT,84114,7/6/2020,,On Leave,,,Finance,Staff Accountant,Mid,Full-Time,Remote,E-10299,64450,,3,3.5,Bachelors,4/17/2026
E10339,Sharon,Walker,sharon.walker@brightleaf-retail.example,3035550164,Female,5/14/1991,Aurora,CO,80017,7/6/2020,10/29/2025,Terminated,Voluntary,Return to School,Store Operations,Department Supervisor,Mid,Full-Time,"Store 020 - Aurora, CO",E10182,"$42,000.00 ",,2,4,Bachelor's Degree,11/23/2025
E10340,Mei,Cooper,mei.cooper@mailhub.example,3215550110,Female,6/15/1990,Dallas,TX,75239-4311,7/20/2020,,Active,,,Store Operations,Department Supervisor,,Full-Time,"Store 013 - Dallas, TX",E10220,4655000,4/26/2022,3,3.4,GED,7/30/2026
